ModbusId,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
10569,FW,203,2,2,5051,Normal-Warmwassertemperatur,1,S16,1,Warmwasser,Warmwasser 3,10,100,700,Yes,°C,Mit diesem Parameter wird der Warmwasser Sollwert eingestellt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570,FW,203,2,2,5086,Spar-Warmwassertemperatur,1,U8,0,Warmwasser,Warmwasser 3,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10571,FW,203,2,3,5051,Normal-Warmwassertemperatur,1,S16,1,Warmwasser,Warmwasser 4,10,100,700,Yes,°C,Mit diesem Parameter wird der Warmwasser Sollwert eingestellt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,FW,203,2,3,5086,Spar-Warmwassertemperatur,1,U8,0,Warmwasser,Warmwasser 4,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10573,FW,203,2,4,5051,Normal-Warmwassertemperatur,1,S16,1,Warmwasser,Warmwasser 5,10,100,700,Yes,°C,Mit diesem Parameter wird der Warmwasser Sollwert eingestellt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,FW,203,2,4,5086,Spar-Warmwassertemperatur,1,U8,0,Warmwasser,Warmwasser 5,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575,FW,203,2,0,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 1,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10576,FW,203,2,0,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,FW,203,2,1,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 2,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10578,FW,203,2,1,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579,FW,203,2,2,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 3,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580,FW,203,2,2,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581,FW,203,2,3,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 4,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,FW,203,2,3,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583,FW,203,2,4,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 5,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584,FW,203,2,4,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585,FW,203,1,0,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 1,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10586,FW,203,1,1,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 2,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587,FW,203,1,2,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 3,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10588,FW,203,1,3,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 4,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589,FW,203,1,4,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 5,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590,FW,203,2,0,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 1,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591,FW,203,2,1,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 2,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592,FW,203,2,2,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 3,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10593,FW,203,2,3,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 4,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594,FW,203,2,4,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 5,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10595,FW,203,0,0,21100,AF2 - Aussenfühler 2,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,"Aussenfühler 2 (AF2, lokaler HW-Eingang)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596,FW,203,1,0,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 1,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597,FW,203,1,1,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 2,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10598,FW,203,1,2,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 3,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10599,FW,203,1,3,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 4,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,FW,203,1,4,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 5,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,FW,203,1,0,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10602,FW,203,1,1,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,FW,203,1,2,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10604,FW,203,1,3,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 4,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605,FW,203,1,4,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 5,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10606,FW,203,0,0,29042,Aktiver Fehler 1_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10607,FW,203,0,0,29042,Aktiver Fehler 1_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10608,FW,203,0,0,29042,Aktiver Fehler 1_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10609,FW,203,0,0,29042,Aktiver Fehler 1_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10610,FW,203,0,0,29042,Aktiver Fehler 1_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10611,FW,203,0,0,29042,Aktiver Fehler 1_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10612,FW,203,0,0,29042,Aktiver Fehler 1_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10613,FW,203,0,0,29042,Aktiver Fehler 1_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10614,FW,203,0,0,29042,Aktiver Fehler 1_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10615,FW,203,0,0,29043,Aktiver Fehler 2_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10616,FW,203,0,0,29043,Aktiver Fehler 2_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10617,FW,203,0,0,29043,Aktiver Fehler 2_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10618,FW,203,0,0,29043,Aktiver Fehler 2_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10619,FW,203,0,0,29043,Aktiver Fehler 2_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10620,FW,203,0,0,29043,Aktiver Fehler 2_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10621,FW,203,0,0,29043,Aktiver Fehler 2_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10622,FW,203,0,0,29043,Aktiver Fehler 2_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10623,FW,203,0,0,29043,Aktiver Fehler 2_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10624,FW,203,0,0,29044,Aktiver Fehler 3_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10625,FW,203,0,0,29044,Aktiver Fehler 3_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,FW,203,0,0,29044,Aktiver Fehler 3_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10627,FW,203,0,0,29044,Aktiver Fehler 3_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10628,FW,203,0,0,29044,Aktiver Fehler 3_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10629,FW,203,0,0,29044,Aktiver Fehler 3_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10630,FW,203,0,0,29044,Aktiver Fehler 3_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10631,FW,203,0,0,29044,Aktiver Fehler 3_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632,FW,203,0,0,29044,Aktiver Fehler 3_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10633,FW,203,0,0,29045,Aktiver Fehler 4_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,FW,203,0,0,29045,Aktiver Fehler 4_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10635,FW,203,0,0,29045,Aktiver Fehler 4_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636,FW,203,0,0,29045,Aktiver Fehler 4_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10637,FW,203,0,0,29045,Aktiver Fehler 4_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10638,FW,203,0,0,29045,Aktiver Fehler 4_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,FW,203,0,0,29045,Aktiver Fehler 4_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10640,FW,203,0,0,29045,Aktiver Fehler 4_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10641,FW,203,0,0,29045,Aktiver Fehler 4_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,FW,203,0,0,29046,Aktiver Fehler 5_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,FW,203,0,0,29046,Aktiver Fehler 5_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,FW,203,0,0,29046,Aktiver Fehler 5_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10645,FW,203,0,0,29046,Aktiver Fehler 5_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646,FW,203,0,0,29046,Aktiver Fehler 5_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10647,FW,203,0,0,29046,Aktiver Fehler 5_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10648,FW,203,0,0,29046,Aktiver Fehler 5_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10649,FW,203,0,0,29046,Aktiver Fehler 5_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10650,FW,203,0,0,29046,Aktiver Fehler 5_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,FW,203,0,0,23084,Relaistest TTE-FW aktivieren,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Relaistest aktivieren#0=AUS#1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10652,FW,203,0,0,21031,DKP HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10653,FW,203,0,0,21032,YFW+ HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10654,FW,203,0,0,21033,YFW- HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10655,FW,203,0,0,21034,MK1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10656,FW,203,0,0,21035,YK1+ HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10657,FW,203,0,0,21036,YK1- HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10658,FW,203,0,0,21037,SLP1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10659,FW,203,0,0,21038,SLP2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10660,FW,203,0,0,21039,VA2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661,FW,203,0,0,21040,VA1 0-10V/0-20mA HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,Yes,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662,FW,203,0,0,21041,VA3 0-10V/PWM HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,Yes,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10663,FW,203,0,0,21042,VA4 0-10V/PWM HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,Yes,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664,FW,203,0,0,21043,VA5 0-10V/PWM HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,Yes,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665,FW,203,0,0,21044,Relaistest TTE-FE aktivieren,1,LIST,0,Allgemein,Allgemein,1,0x0000003F,0,Yes,,,0=AUS,1=FE1,2=FE2,3=FE3,4=FE4,5=FE5,,,,,,,,,,,,,,,20=WW1,21=WW2,22=WW3,23=WW4,24=WW5,,,,,,,
10666,FW,203,0,0,21045,FE-VA1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10667,FW,203,0,0,21046,FE-VA2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10668,FW,203,0,0,21047,FE-VA3 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10669,FW,203,0,0,21048,FE-VA10V/PWM HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,Yes,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670,FW,203,0,0,200,Info AF,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671,FW,203,0,0,201,Info RLF,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672,FW,203,0,0,202,Info VF,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,FW,203,0,0,203,Info VF1,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
