ModbusId,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
1624,WEZ,2,1,1,7036,Vorlauf Soll Konstantanf. Heizen,1,S16,1,Heizkreis,Heizkreis 2,10,100,1100,Yes,°C,Vorlauf Sollwert bei Konstantanforderung Heizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,WEZ,2,1,2,7036,Vorlauf Soll Konstantanf. Heizen,1,S16,1,Heizkreis,Heizkreis 3,10,100,1100,Yes,°C,Vorlauf Sollwert bei Konstantanforderung Heizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,WEZ,2,1,0,1001,Raum-Soll,1,S16,1,Heizkreis,Heizkreis 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,WEZ,2,1,1,1001,Raum-Soll,1,S16,1,Heizkreis,Heizkreis 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,WEZ,2,1,2,1001,Raum-Soll,1,S16,1,Heizkreis,Heizkreis 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,WEZ,2,2,0,5050,Betriebswahl Warmwasser,1,LIST,0,Warmwasser,Warmwasser 1,1,0x00000057,0,Yes,,Betriebswahl Warmwasserfunktion,Standby,Woche 1,Woche 2,,Konstant,,Sparbetrieb,,,,,,,,,,,,,,,,,,,,,,,,,
1630,WEZ,2,2,0,5051,Normal-Warmwassertemperatur,1,S16,1,Warmwasser,Warmwasser 1,10,100,700,Yes,°C,Mit diesem Parameter wird der Warmwasser Sollwert eingestellt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,WEZ,2,2,0,5086,Spar-Warmwassertemperatur,1,U8,0,Warmwasser,Warmwasser 1,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,WEZ,2,2,0,1004,Warmwasser-Soll,1,S16,1,Warmwasser,Warmwasser 1,1,0,0,No,°C,Berechneter Sollwert fuer die Warmwassertemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,WEZ,2,2,0,4,Warmwasser-Ist SF,1,S16,1,Warmwasser,Warmwasser 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,WEZ,2,1,0,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 1,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,WEZ,2,1,1,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 2,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,WEZ,2,1,2,2051,Status Heizkreisregelung,1,U8,0,Heizkreis,Heizkreis 3,1,0,0,No,,Zustand Heizkreisregelung:#0 = Abgeschaltet#1 = Normal Heizbetrieb#2 = Komfort Heizbetrieb#3 = Spar Heizbetrieb#4 = Frostbetrieb#5 = Zwangsabnahme (bei Zwang > +50%)#6 = Zwangsdrosselung  (bei Zwang < -50%)#7 = Ferienbetrieb#8 = Partybetrieb#9 = Normal K?hlbetrieb#10 = Komfort K?hlbetrieb#11 = Spar K?hlbetrieb#12 = Stoerung#13 = Handbetrieb#14 = Schutz K?hlbetrieb#15 = Partybetrieb K?hlen#16 = Austrocknung Aufheizphase#17 = Austrocknung Stationaerphase#18 = Austrocknung Abk?hlphase#19 = Austrocknung Endphase#22 = K?hlbetrieb Extern/Konstantanforderung#23 = Heizbetrieb Extern/Konstantanforderung#26 = Vorzugsbetrieb SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,WEZ,2,2,0,2052,Status Warmwasserregelung,1,U8,0,Warmwasser,Warmwasser 1,1,0,0,No,,Zustand Warmwasserregelung:#0 = Abgeschaltet#1 = Normal Ladebetrieb#2 = Komfort Ladebetrieb#3 = Zwangsdrosselung (bei E-Zwang < -50%)#4 = Zwangsladung  (bei E-Zwang > +50%)#5 = Stoerung#6 = WW-Entnahme (Entnahme von Trinkwarmwasser aktiv)#7 = Warnung#8 = Reduzierter Ladebetrieb#12 = Vorzugsbetrieb SmartGrid#13 = Abnahmezwang SmartGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,WEZ,2,10,1,29050,Wärmemenge Heizen_high,2,U32,3,Wärmeerz.,Wärmeerz.,1,0,0,No,MWh,Wärmemenge Heizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,WEZ,2,10,1,29050,Wärmemenge Heizen_low,1,U32,3,Wärmeerz.,Wärmeerz.,1,0,0,No,MWh,Wärmemenge Heizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,WEZ,2,10,1,2081,Betriebsstunden Wärmeerzeuger_high,2,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,WEZ,2,10,1,2081,Betriebsstunden Wärmeerzeuger_low,1,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,WEZ,2,0,0,21100,AF2 - Aussenfühler 2,1,S16,1,Allgemein,Allgemein,1,0,0,No,°C,"Aussenfühler 2 (AF2, lokaler HW-Eingang)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,WEZ,2,1,0,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 1,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,WEZ,2,1,1,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 2,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,WEZ,2,1,2,1,Raum-Ist,1,S16,1,Heizkreis,Heizkreis 3,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,WEZ,2,1,0,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,WEZ,2,1,1,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,WEZ,2,1,2,2,Vorlauf-Ist,1,S16,1,Heizkreis,Heizkreis 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,WEZ,2,10,1,2081,Betriebsstunden Wärmeerzeuger_high,2,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,WEZ,2,10,1,2081,Betriebsstunden Wärmeerzeuger_low,1,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,WEZ,2,10,1,2080,Schaltzyklen Wärmeerzeuger_high,2,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,WEZ,2,10,1,2080,Schaltzyklen Wärmeerzeuger_low,1,U32,0,Wärmeerz.,Wärmeerz.,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,WEZ,2,60,254,0,Sollwert für Heizkreisbetrieb,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Sollwert fuer Heizkreisbetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,WEZ,2,60,254,1,Sollwert für Speicherbetrieb,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Sollwert fuer Speicherbetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,WEZ,2,60,254,8,Leistungsbegrenzung,1,S16,1,Automat,FA Allgemein,1,0,0,No,%,Leistungsbegrenzung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,WEZ,2,60,254,9,Emissionsmessung,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Emissionsmessung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,WEZ,2,60,254,12,Sollwert für Kühlbetrieb,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Sollwert fuer Kuehlbetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,WEZ,2,60,254,17,WEZ-Temperatur,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,WEZ-Temperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,WEZ,2,60,254,18,Abgastemperatur RS485,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Abgastemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,WEZ,2,60,254,19,Umschalttemp. aktiv/passiv,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Quellentemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,WEZ,2,60,254,21,Brennerflamme,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Brennerflamme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,WEZ,2,60,254,22,Heizung Sollwert,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Heizung Sollwert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,WEZ,2,60,254,23,Speicher Sollwert,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Speicher Sollwert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,WEZ,2,60,254,24,WEZ Sollwert,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,WEZ Sollwert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,WEZ,2,60,254,25,Heizung ext. Maximalbegrenzung,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Heizung ext. Maximalbegrenzung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,WEZ,2,60,254,26,Speicher ext. Maximalbegrenzung,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Speicher ext. Maximalbegrenzung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,WEZ,2,60,254,27,Fehlercode vom Automaten,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Fehlercode vom Automaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,WEZ,2,60,254,29,Rücklauftemperatur,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Ruecklauftemperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,WEZ,2,60,254,30,WEZ-Leistung,1,U8,0,Automat,FA Allgemein,1,0,0,No,%,WEZ-Leistung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,WEZ,2,60,254,31,Absolute Leistung,1,U8,0,Automat,FA Allgemein,1,0,0,No,%,Absolute Leistung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,WEZ,2,60,254,32,Wasserdruck in Bar,1,S16,1,Automat,FA Allgemein,1,0,0,No,bar,Wasserdruck in Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,WEZ,2,60,254,33,WEZ-Status,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Brennerstatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,WEZ,2,60,254,34,Betriebsstatus,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Betriebsstatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,WEZ,2,60,254,35,Brenner ID Index,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Brenner ID Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,WEZ,2,60,254,36,Funktionserweiterungen,1,U8,0,Automat,FA Allgemein,1,0,0,No,,Funktionserweiterungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,WEZ,2,60,254,37,StatusInformation,1,U8,0,Automat,FA Allgemein,1,0,0,No,,StatusInformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,WEZ,2,60,254,38,Kühlung Sollwert,1,S16,1,Automat,FA Allgemein,1,0,0,No,°C,Kuehlung Sollwert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,WEZ,2,0,0,23084,Relaistest aktivieren,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Relaistest aktivieren#0=AUS#1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,WEZ,2,0,0,21031,MK1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,WEZ,2,0,0,21032,YK1+ HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,WEZ,2,0,0,21033,YK1- HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,WEZ,2,0,0,21034,DKP HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,WEZ,2,0,0,21035,SLP HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,Yes,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,WEZ,2,0,0,21036,VA1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,WEZ,2,0,0,21037,VA2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,WEZ,2,0,0,21039,VA1-FE1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,WEZ,2,0,0,21040,VA2-FE1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,WEZ,2,0,0,21041,VA3-FE1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,WEZ,2,0,0,21043,VA1-FE2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,WEZ,2,0,0,21044,VA2-FE2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,WEZ,2,0,0,21045,VA3-FE2 HW-Ausgang,1,U8,0,Allgemein,Allgemein,1,0,1,No,,Status Ausgang / Aktivierung 0=AUS 1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,WEZ,2,0,0,21078,VA0-10V/PWM HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,No,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, 0-10V Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,WEZ,2,0,0,21079,VA0-10V/PWM-FE1 HW-Ausgang,1,U8,0,Allgemein,Allgemein,5,0,100,No,%,"Status Ausgang / Aktivierung 0-100% (5% Schritte, 0-10V Ausgang muss konfig. sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,WEZ,2,10,1,9075,Betriebswahl Wärmeerzeuger,1,LIST,0,Wärmeerz.,Wärmeerz.,1,0x00000013,0,Yes,,Folgende Betriebsarten koennen gewaehlt werden:#0 = Waermeerzeuger aus#1 = Automatikbetrieb#4 = Manueller Heizbetrieb#5 = Manueller Kuehlbetrieb,Deakt.,Automatik,,,Heizen,Kühlen,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,WEZ,2,10,1,9020,Solltemperatur Handbetrieb,1,S16,1,Wärmeerz.,Wärmeerz.,10,0,1100,Yes,°C,Sollwert fuer die Waermeerzeuger Vorlauftemperatur im Handbetrieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,WEZ,2,10,1,10110,Emissionstest Leistungsbegrenzung,1,U8,0,Wärmeerz.,Wärmeerz.,1,1,100,Yes,%,"Je WE abfragbar, als Einsteller laufend veraenderbar, bei Start Emis initialisieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,WEZ,2,10,1,23085,Emissionstest aktivieren,1,U8,0,Wärmeerz.,Wärmeerz.,1,0,1,Yes,,"Emissionstest aktivieren#0=AUS,  1=EIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,WEZ,2,0,0,29042,Aktiver Fehler 1_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,WEZ,2,0,0,29042,Aktiver Fehler 1_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,WEZ,2,0,0,29042,Aktiver Fehler 1_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,WEZ,2,0,0,29042,Aktiver Fehler 1_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,WEZ,2,0,0,29042,Aktiver Fehler 1_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,WEZ,2,0,0,29042,Aktiver Fehler 1_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,WEZ,2,0,0,29042,Aktiver Fehler 1_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,WEZ,2,0,0,29042,Aktiver Fehler 1_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,WEZ,2,0,0,29042,Aktiver Fehler 1_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,WEZ,2,0,0,29043,Aktiver Fehler 2_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,WEZ,2,0,0,29043,Aktiver Fehler 2_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,WEZ,2,0,0,29043,Aktiver Fehler 2_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,WEZ,2,0,0,29043,Aktiver Fehler 2_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,WEZ,2,0,0,29043,Aktiver Fehler 2_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,WEZ,2,0,0,29043,Aktiver Fehler 2_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,WEZ,2,0,0,29043,Aktiver Fehler 2_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,WEZ,2,0,0,29043,Aktiver Fehler 2_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,WEZ,2,0,0,29043,Aktiver Fehler 2_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,WEZ,2,0,0,29044,Aktiver Fehler 3_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,WEZ,2,0,0,29044,Aktiver Fehler 3_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,WEZ,2,0,0,29044,Aktiver Fehler 3_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,WEZ,2,0,0,29044,Aktiver Fehler 3_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,WEZ,2,0,0,29044,Aktiver Fehler 3_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,WEZ,2,0,0,29044,Aktiver Fehler 3_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,WEZ,2,0,0,29044,Aktiver Fehler 3_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,WEZ,2,0,0,29044,Aktiver Fehler 3_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,WEZ,2,0,0,29044,Aktiver Fehler 3_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,WEZ,2,0,0,29045,Aktiver Fehler 4_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,WEZ,2,0,0,29045,Aktiver Fehler 4_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,WEZ,2,0,0,29045,Aktiver Fehler 4_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,WEZ,2,0,0,29045,Aktiver Fehler 4_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,WEZ,2,0,0,29045,Aktiver Fehler 4_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,WEZ,2,0,0,29045,Aktiver Fehler 4_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,WEZ,2,0,0,29045,Aktiver Fehler 4_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,WEZ,2,0,0,29045,Aktiver Fehler 4_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,WEZ,2,0,0,29045,Aktiver Fehler 4_error_code,11,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,WEZ,2,0,0,29046,Aktiver Fehler 5_appearance_time,3,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,WEZ,2,0,0,29046,Aktiver Fehler 5_appearance_date,4,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,WEZ,2,0,0,29046,Aktiver Fehler 5_disappear_time,5,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,WEZ,2,0,0,29046,Aktiver Fehler 5_disappear_date,6,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,WEZ,2,0,0,29046,Aktiver Fehler 5_source,7,U16,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,WEZ,2,0,0,29046,Aktiver Fehler 5_function_group,8,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,WEZ,2,0,0,29046,Aktiver Fehler 5_function_number,9,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,WEZ,2,0,0,29046,Aktiver Fehler 5_error_type,10,U8,0,Allgemein,Allgemein,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
