Register Address,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
20505,FW,204,20,10,51,Current output cold_high,2,U32,1,MBUS,MBus 10,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506,FW,204,20,10,51,Current output cold_low,1,U32,1,MBUS,MBus 10,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507,FW,204,20,10,2,Current flow rate_high,2,U32,0,MBUS,MBus 10,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508,FW,204,20,10,2,Current flow rate_low,1,U32,0,MBUS,MBus 10,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20509,FW,204,20,10,3,Current volume_high,2,U32,1,MBUS,MBus 10,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20510,FW,204,20,10,3,Current volume_low,1,U32,1,MBUS,MBus 10,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20511,FW,204,20,10,4,Current flow temperature ,1,S16,1,MBUS,MBus 10,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20512,FW,204,20,10,5,Current return temperature ,1,S16,1,MBUS,MBus 10,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20513,FW,204,20,10,6,Current differential temperature,1,S16,1,MBUS,MBus 10,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20514,FW,204,20,10,7,Serial number_high,2,U32,0,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20515,FW,204,20,10,7,Serial number_low,1,U32,0,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20516,FW,204,20,10,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20517,FW,204,20,10,11,Current_high,2,U32,2,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20518,FW,204,20,10,11,Current_low,1,U32,2,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20519,FW,204,20,10,12,Voltage,1,U16,1,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520,FW,204,20,10,13,Cos phi,1,U16,3,MBUS,MBus 10,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20521,FW,204,20,11,0,Current energy_high,2,U32,3,MBUS,MBus 11,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20522,FW,204,20,11,0,Current energy_low,1,U32,3,MBUS,MBus 11,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20523,FW,204,20,11,1,Current power_high,2,U32,1,MBUS,MBus 11,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20524,FW,204,20,11,1,Current power_low,1,U32,1,MBUS,MBus 11,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20525,FW,204,20,11,50,Current energy cold_high,2,U32,3,MBUS,MBus 11,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,FW,204,20,11,50,Current energy cold_low,1,U32,3,MBUS,MBus 11,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20527,FW,204,20,11,51,Current output cold_high,2,U32,1,MBUS,MBus 11,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20528,FW,204,20,11,51,Current output cold_low,1,U32,1,MBUS,MBus 11,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20529,FW,204,20,11,2,Current flow rate_high,2,U32,0,MBUS,MBus 11,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20530,FW,204,20,11,2,Current flow rate_low,1,U32,0,MBUS,MBus 11,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,FW,204,20,11,3,Current volume_high,2,U32,1,MBUS,MBus 11,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20532,FW,204,20,11,3,Current volume_low,1,U32,1,MBUS,MBus 11,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20533,FW,204,20,11,4,Current flow temperature ,1,S16,1,MBUS,MBus 11,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20534,FW,204,20,11,5,Current return temperature ,1,S16,1,MBUS,MBus 11,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20535,FW,204,20,11,6,Current differential temperature,1,S16,1,MBUS,MBus 11,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20536,FW,204,20,11,7,Serial number_high,2,U32,0,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20537,FW,204,20,11,7,Serial number_low,1,U32,0,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20538,FW,204,20,11,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20539,FW,204,20,11,11,Current_high,2,U32,2,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20540,FW,204,20,11,11,Current_low,1,U32,2,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20541,FW,204,20,11,12,Voltage,1,U16,1,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20542,FW,204,20,11,13,Cos phi,1,U16,3,MBUS,MBus 11,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20543,FW,204,20,12,0,Current energy_high,2,U32,3,MBUS,MBus 12,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20544,FW,204,20,12,0,Current energy_low,1,U32,3,MBUS,MBus 12,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20545,FW,204,20,12,1,Current power_high,2,U32,1,MBUS,MBus 12,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20546,FW,204,20,12,1,Current power_low,1,U32,1,MBUS,MBus 12,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20547,FW,204,20,12,50,Current energy cold_high,2,U32,3,MBUS,MBus 12,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20548,FW,204,20,12,50,Current energy cold_low,1,U32,3,MBUS,MBus 12,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20549,FW,204,20,12,51,Current output cold_high,2,U32,1,MBUS,MBus 12,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550,FW,204,20,12,51,Current output cold_low,1,U32,1,MBUS,MBus 12,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20551,FW,204,20,12,2,Current flow rate_high,2,U32,0,MBUS,MBus 12,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20552,FW,204,20,12,2,Current flow rate_low,1,U32,0,MBUS,MBus 12,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20553,FW,204,20,12,3,Current volume_high,2,U32,1,MBUS,MBus 12,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20554,FW,204,20,12,3,Current volume_low,1,U32,1,MBUS,MBus 12,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20555,FW,204,20,12,4,Current flow temperature ,1,S16,1,MBUS,MBus 12,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20556,FW,204,20,12,5,Current return temperature ,1,S16,1,MBUS,MBus 12,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20557,FW,204,20,12,6,Current differential temperature,1,S16,1,MBUS,MBus 12,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20558,FW,204,20,12,7,Serial number_high,2,U32,0,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20559,FW,204,20,12,7,Serial number_low,1,U32,0,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20560,FW,204,20,12,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20561,FW,204,20,12,11,Current_high,2,U32,2,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20562,FW,204,20,12,11,Current_low,1,U32,2,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20563,FW,204,20,12,12,Voltage,1,U16,1,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20564,FW,204,20,12,13,Cos phi,1,U16,3,MBUS,MBus 12,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20565,FW,204,20,13,0,Current energy_high,2,U32,3,MBUS,MBus 13,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20566,FW,204,20,13,0,Current energy_low,1,U32,3,MBUS,MBus 13,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20567,FW,204,20,13,1,Current power_high,2,U32,1,MBUS,MBus 13,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20568,FW,204,20,13,1,Current power_low,1,U32,1,MBUS,MBus 13,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20569,FW,204,20,13,50,Current energy cold_high,2,U32,3,MBUS,MBus 13,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20570,FW,204,20,13,50,Current energy cold_low,1,U32,3,MBUS,MBus 13,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20571,FW,204,20,13,51,Current output cold_high,2,U32,1,MBUS,MBus 13,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20572,FW,204,20,13,51,Current output cold_low,1,U32,1,MBUS,MBus 13,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20573,FW,204,20,13,2,Current flow rate_high,2,U32,0,MBUS,MBus 13,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20574,FW,204,20,13,2,Current flow rate_low,1,U32,0,MBUS,MBus 13,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20575,FW,204,20,13,3,Current volume_high,2,U32,1,MBUS,MBus 13,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20576,FW,204,20,13,3,Current volume_low,1,U32,1,MBUS,MBus 13,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20577,FW,204,20,13,4,Current flow temperature ,1,S16,1,MBUS,MBus 13,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20578,FW,204,20,13,5,Current return temperature ,1,S16,1,MBUS,MBus 13,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20579,FW,204,20,13,6,Current differential temperature,1,S16,1,MBUS,MBus 13,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20580,FW,204,20,13,7,Serial number_high,2,U32,0,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20581,FW,204,20,13,7,Serial number_low,1,U32,0,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20582,FW,204,20,13,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20583,FW,204,20,13,11,Current_high,2,U32,2,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20584,FW,204,20,13,11,Current_low,1,U32,2,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20585,FW,204,20,13,12,Voltage,1,U16,1,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20586,FW,204,20,13,13,Cos phi,1,U16,3,MBUS,MBus 13,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20587,FW,204,20,14,0,Current energy_high,2,U32,3,MBUS,MBus 14,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20588,FW,204,20,14,0,Current energy_low,1,U32,3,MBUS,MBus 14,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20589,FW,204,20,14,1,Current power_high,2,U32,1,MBUS,MBus 14,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20590,FW,204,20,14,1,Current power_low,1,U32,1,MBUS,MBus 14,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20591,FW,204,20,14,50,Current energy cold_high,2,U32,3,MBUS,MBus 14,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20592,FW,204,20,14,50,Current energy cold_low,1,U32,3,MBUS,MBus 14,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20593,FW,204,20,14,51,Current output cold_high,2,U32,1,MBUS,MBus 14,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20594,FW,204,20,14,51,Current output cold_low,1,U32,1,MBUS,MBus 14,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20595,FW,204,20,14,2,Current flow rate_high,2,U32,0,MBUS,MBus 14,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20596,FW,204,20,14,2,Current flow rate_low,1,U32,0,MBUS,MBus 14,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20597,FW,204,20,14,3,Current volume_high,2,U32,1,MBUS,MBus 14,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20598,FW,204,20,14,3,Current volume_low,1,U32,1,MBUS,MBus 14,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20599,FW,204,20,14,4,Current flow temperature ,1,S16,1,MBUS,MBus 14,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20600,FW,204,20,14,5,Current return temperature ,1,S16,1,MBUS,MBus 14,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601,FW,204,20,14,6,Current differential temperature,1,S16,1,MBUS,MBus 14,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602,FW,204,20,14,7,Serial number_high,2,U32,0,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603,FW,204,20,14,7,Serial number_low,1,U32,0,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604,FW,204,20,14,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605,FW,204,20,14,11,Current_high,2,U32,2,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606,FW,204,20,14,11,Current_low,1,U32,2,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607,FW,204,20,14,12,Voltage,1,U16,1,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608,FW,204,20,14,13,Cos phi,1,U16,3,MBUS,MBus 14,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609,FW,204,20,15,0,Current energy_high,2,U32,3,MBUS,MBus 15,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610,FW,204,20,15,0,Current energy_low,1,U32,3,MBUS,MBus 15,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611,FW,204,20,15,1,Current power_high,2,U32,1,MBUS,MBus 15,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612,FW,204,20,15,1,Current power_low,1,U32,1,MBUS,MBus 15,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613,FW,204,20,15,50,Current energy cold_high,2,U32,3,MBUS,MBus 15,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614,FW,204,20,15,50,Current energy cold_low,1,U32,3,MBUS,MBus 15,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615,FW,204,20,15,51,Current output cold_high,2,U32,1,MBUS,MBus 15,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616,FW,204,20,15,51,Current output cold_low,1,U32,1,MBUS,MBus 15,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617,FW,204,20,15,2,Current flow rate_high,2,U32,0,MBUS,MBus 15,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20618,FW,204,20,15,2,Current flow rate_low,1,U32,0,MBUS,MBus 15,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20619,FW,204,20,15,3,Current volume_high,2,U32,1,MBUS,MBus 15,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20620,FW,204,20,15,3,Current volume_low,1,U32,1,MBUS,MBus 15,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20621,FW,204,20,15,4,Current flow temperature ,1,S16,1,MBUS,MBus 15,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20622,FW,204,20,15,5,Current return temperature ,1,S16,1,MBUS,MBus 15,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20623,FW,204,20,15,6,Current differential temperature,1,S16,1,MBUS,MBus 15,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20624,FW,204,20,15,7,Serial number_high,2,U32,0,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20625,FW,204,20,15,7,Serial number_low,1,U32,0,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20626,FW,204,20,15,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20627,FW,204,20,15,11,Current_high,2,U32,2,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20628,FW,204,20,15,11,Current_low,1,U32,2,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20629,FW,204,20,15,12,Voltage,1,U16,1,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20630,FW,204,20,15,13,Cos phi,1,U16,3,MBUS,MBus 15,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20631,FW,204,20,16,0,Current energy_high,2,U32,3,MBUS,MBus 16,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20632,FW,204,20,16,0,Current energy_low,1,U32,3,MBUS,MBus 16,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20633,FW,204,20,16,1,Current power_high,2,U32,1,MBUS,MBus 16,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20634,FW,204,20,16,1,Current power_low,1,U32,1,MBUS,MBus 16,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20635,FW,204,20,16,50,Current energy cold_high,2,U32,3,MBUS,MBus 16,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20636,FW,204,20,16,50,Current energy cold_low,1,U32,3,MBUS,MBus 16,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20637,FW,204,20,16,51,Current output cold_high,2,U32,1,MBUS,MBus 16,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20638,FW,204,20,16,51,Current output cold_low,1,U32,1,MBUS,MBus 16,1,0,0,No,kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20639,FW,204,20,16,2,Current flow rate_high,2,U32,0,MBUS,MBus 16,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20640,FW,204,20,16,2,Current flow rate_low,1,U32,0,MBUS,MBus 16,1,0,0,No,l/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20641,FW,204,20,16,3,Current volume_high,2,U32,1,MBUS,MBus 16,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20642,FW,204,20,16,3,Current volume_low,1,U32,1,MBUS,MBus 16,1,0,0,No,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20643,FW,204,20,16,4,Current flow temperature ,1,S16,1,MBUS,MBus 16,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20644,FW,204,20,16,5,Current return temperature ,1,S16,1,MBUS,MBus 16,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20645,FW,204,20,16,6,Current differential temperature,1,S16,1,MBUS,MBus 16,1,0,0,No,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20646,FW,204,20,16,7,Serial number_high,2,U32,0,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20647,FW,204,20,16,7,Serial number_low,1,U32,0,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20648,FW,204,20,16,8,Fault message/MBUS status byte,1,U8,0,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20649,FW,204,20,16,11,Current_high,2,U32,2,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20650,FW,204,20,16,11,Current_low,1,U32,2,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20651,FW,204,20,16,12,Voltage,1,U16,1,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20652,FW,204,20,16,13,Cos phi,1,U16,3,MBUS,MBus 16,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20653,FW,204,0,0,106,Totals setpoint temperature,1,S16,1,General,General,1,0,1000,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20654,FW,204,0,0,128,VE 1,1,S16,1,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655,FW,204,0,0,129,VE 2,1,S16,1,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20656,FW,204,0,0,238,Info VE3,1,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20657,FW,205,0,0,0,AF1 - outdoor sensor 1,1,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20658,FW,205,1,0,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 1,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
20659,FW,205,1,1,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 2,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
20660,FW,205,1,2,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 3,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
20661,FW,205,1,3,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 4,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
20662,FW,205,1,4,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 5,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
20663,FW,205,1,0,3051,Normal room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 1,5,100,300,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20664,FW,205,1,0,3053,Conservation room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 1,5,50,200,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20665,FW,205,1,1,3051,Normal room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 2,5,100,300,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20666,FW,205,1,1,3053,Conservation room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 2,5,50,200,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
