Register Address,UnitName,UnitId,FunctionGroup,FunctionNumber,DatapointId,DatapointName,Type,TypeName,Decimal,FunctionGroup name,Function name,Steps,Min. value,Max. value,Writable,unit,Commentary,Text 0,Text 1,Text 2,Text 3,Text 4,Text 5,Text 6,Text 7,Text 8,Text 9,Text 10,Text 11,Text 12,Text 13,Text 14,Text 15,Text 16,Text 17,Text 18,Text 19,Text 20,Text 21,Text 22,Text 23,Text 24,Text 25,Text 26,Text 27,Text 28,Text 29,Text 30,Text 31
2825,WEZ,11,1,2,1001,Room setpoint,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,WEZ,11,2,0,5050,Hot water operation choice,1,LIST,0,Hot water,Hot water 1,1,0x00000057,0,Yes,,,Standby,week 1 ,week 2,,Constant,,Eco mode,,,,,,,,,,,,,,,,,,,,,,,,,
2827,WEZ,11,2,0,5051,Normal hot water temp.,1,S16,1,Hot water,Hot water 1,10,100,700,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,WEZ,11,2,0,5086,Conservation hot water temp.,1,U8,0,Hot water,Hot water 1,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,WEZ,11,2,0,1004,Hot water setpoint,1,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,WEZ,11,2,0,4,Hot water actual SF,1,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,WEZ,11,1,0,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,WEZ,11,1,1,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,WEZ,11,1,2,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,WEZ,11,2,0,2052,Status domestic hot water control,1,U8,0,Hot water,Hot water 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,WEZ,11,10,1,29050,Heat quantity heating_high,2,U32,3,Heat gen.,Heat gen.,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,WEZ,11,10,1,29050,Heat quantity heating_low,1,U32,3,Heat gen.,Heat gen.,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,WEZ,11,10,1,2081,Operating hours heat generator_high,2,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,WEZ,11,10,1,2081,Operating hours heat generator_low,1,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,WEZ,11,0,0,21100,AF2 - outdoor sensor 2,1,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,WEZ,11,1,0,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 1,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,WEZ,11,1,1,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 2,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,WEZ,11,1,2,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,WEZ,11,1,0,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,WEZ,11,1,1,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,WEZ,11,1,2,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,WEZ,11,10,1,2081,Operating hours heat generator_high,2,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,WEZ,11,10,1,2081,Operating hours heat generator_low,1,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,WEZ,11,10,1,2080,Switching cycles heat generator_high,2,U32,0,Heat gen.,Heat gen.,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,WEZ,11,10,1,2080,Switching cycles heat generator_low,1,U32,0,Heat gen.,Heat gen.,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,WEZ,11,60,254,0,Setpoint for heating circuit operation,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,WEZ,11,60,254,1,Setpoint for tank operation,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,WEZ,11,60,254,8,Output limitation,1,S16,1,Auto m/c,FA general,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,WEZ,11,60,254,9,Emission measurement,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,WEZ,11,60,254,12,Setpoint for cooling mode,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,WEZ,11,60,254,17,WEZ temperature,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,WEZ,11,60,254,18,Exhaust gas temperature RS485,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,WEZ,11,60,254,19,Swiching temperature active/passive,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,WEZ,11,60,254,21,Burner flame,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,WEZ,11,60,254,22,Heating setpoint,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,WEZ,11,60,254,23,Storage tank setpoint,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,WEZ,11,60,254,24,WEZ set value,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,WEZ,11,60,254,25,Heating ext. maximum limit,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,WEZ,11,60,254,26,Tank ext. maximum limit,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,WEZ,11,60,254,27,Error code from controller,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,WEZ,11,60,254,29,Return temperature,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,WEZ,11,60,254,30,WEZ output,1,U8,0,Auto m/c,FA general,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,WEZ,11,60,254,31,Absolute output,1,U8,0,Auto m/c,FA general,1,0,0,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,WEZ,11,60,254,32,Water pressure in bar,1,S16,1,Auto m/c,FA general,1,0,0,No,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,WEZ,11,60,254,33,WEZ status,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,WEZ,11,60,254,34,Operating status,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,WEZ,11,60,254,35,Burner ID index,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,WEZ,11,60,254,36,Extension of functionality,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,WEZ,11,60,254,37,Status information,1,U8,0,Auto m/c,FA general,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,WEZ,11,60,254,38,Cooling setpoint,1,S16,1,Auto m/c,FA general,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,WEZ,11,0,0,23084,Activate relay test,1,U8,0,General,General,1,0,1,No,,Activate relay test#0=AUS#1=EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,WEZ,11,0,0,21031,MK1 HW output,1,U8,0,General,General,1,0,1,Yes,,Output status / activation 0=OFF 1=ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,WEZ,11,0,0,21032,YK1+ HW output,1,U8,0,General,General,1,0,1,Yes,,Output status / activation 0=OFF 1=ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,WEZ,11,0,0,21033,YK1- HW output,1,U8,0,General,General,1,0,1,Yes,,Output status / activation 0=OFF 1=ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,WEZ,11,0,0,21034,DKP HW output,1,U8,0,General,General,1,0,1,Yes,,Output status / activation 0=OFF 1=ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,WEZ,11,0,0,21035,SLP HW output,1,U8,0,General,General,1,0,1,Yes,,Output status / activation 0=OFF 1=ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,WEZ,11,0,0,21036,VA1 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,WEZ,11,0,0,21037,VA2 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,WEZ,11,0,0,21039,VA1-FE1 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,WEZ,11,0,0,21040,VA2-FE1 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,WEZ,11,0,0,21041,VA3-FE1 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,WEZ,11,0,0,21043,VA1-FE2 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,WEZ,11,0,0,21044,VA2-FE2 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,WEZ,11,0,0,21045,VA3-FE2 HW output,1,U8,0,General,General,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,WEZ,11,0,0,21078,VA0-10V/PWM HW output,1,U8,0,General,General,5,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,WEZ,11,0,0,21079,VA0-10V/PWM-FE1 HW output,1,U8,0,General,General,5,0,100,No,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,WEZ,11,10,1,9075,Heat generator operation choice,1,LIST,0,Heat gen.,Heat gen.,1,0x00000013,0,Yes,,,Deakt.,Automatik,,,Heizen,K?hlen,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,WEZ,11,10,1,9020,Manual mode set temperature,1,S16,1,Heat gen.,Heat gen.,10,0,1100,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,WEZ,11,10,1,10110,Emissions test output limitation,1,U8,0,Heat gen.,Heat gen.,1,1,100,Yes,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,WEZ,11,10,1,23085,Activate emissions test,1,U8,0,Heat gen.,Heat gen.,1,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,WEZ,11,0,0,29042,Active error 1_appearance_time,3,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,WEZ,11,0,0,29042,Active error 1_appearance_date,4,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,WEZ,11,0,0,29042,Active error 1_disappear_time,5,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,WEZ,11,0,0,29042,Active error 1_disappear_date,6,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,WEZ,11,0,0,29042,Active error 1_source,7,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,WEZ,11,0,0,29042,Active error 1_function_group,8,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,WEZ,11,0,0,29042,Active error 1_function_number,9,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,WEZ,11,0,0,29042,Active error 1_error_type,10,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,WEZ,11,0,0,29042,Active error 1_error_code,11,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,WEZ,11,0,0,29043,Active error 2_appearance_time,3,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,WEZ,11,0,0,29043,Active error 2_appearance_date,4,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,WEZ,11,0,0,29043,Active error 2_disappear_time,5,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,WEZ,11,0,0,29043,Active error 2_disappear_date,6,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,WEZ,11,0,0,29043,Active error 2_source,7,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,WEZ,11,0,0,29043,Active error 2_function_group,8,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,WEZ,11,0,0,29043,Active error 2_function_number,9,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,WEZ,11,0,0,29043,Active error 2_error_type,10,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,WEZ,11,0,0,29043,Active error 2_error_code,11,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,WEZ,11,0,0,29044,Active error 3_appearance_time,3,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,WEZ,11,0,0,29044,Active error 3_appearance_date,4,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,WEZ,11,0,0,29044,Active error 3_disappear_time,5,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,WEZ,11,0,0,29044,Active error 3_disappear_date,6,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,WEZ,11,0,0,29044,Active error 3_source,7,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,WEZ,11,0,0,29044,Active error 3_function_group,8,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,WEZ,11,0,0,29044,Active error 3_function_number,9,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,WEZ,11,0,0,29044,Active error 3_error_type,10,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,WEZ,11,0,0,29044,Active error 3_error_code,11,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,WEZ,11,0,0,29045,Active error 4_appearance_time,3,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,WEZ,11,0,0,29045,Active error 4_appearance_date,4,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,WEZ,11,0,0,29045,Active error 4_disappear_time,5,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,WEZ,11,0,0,29045,Active error 4_disappear_date,6,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,WEZ,11,0,0,29045,Active error 4_source,7,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,WEZ,11,0,0,29045,Active error 4_function_group,8,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,WEZ,11,0,0,29045,Active error 4_function_number,9,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,WEZ,11,0,0,29045,Active error 4_error_type,10,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,WEZ,11,0,0,29045,Active error 4_error_code,11,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,WEZ,11,0,0,29046,Active error 5_appearance_time,3,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,WEZ,11,0,0,29046,Active error 5_appearance_date,4,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,WEZ,11,0,0,29046,Active error 5_disappear_time,5,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,WEZ,11,0,0,29046,Active error 5_disappear_date,6,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,WEZ,11,0,0,29046,Active error 5_source,7,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,WEZ,11,0,0,29046,Active error 5_function_group,8,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,WEZ,11,0,0,29046,Active error 5_function_number,9,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,WEZ,11,0,0,29046,Active error 5_error_type,10,U8,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,WEZ,11,0,0,29046,Active error 5_error_code,11,U16,0,General,General,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,WEZ,12,0,0,0,AF1 - outdoor sensor 1,1,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,WEZ,12,1,0,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 1,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
2942,WEZ,12,1,1,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 2,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
2943,WEZ,12,1,2,3050,Heating operation choice,1,LIST,0,Heating circ.,Heat. circ. 3,1,0x01D3,0,Yes,,,Standby,week 1,week 2,,constant,Eco mode,,Manual operating mode heating,Manual operating mode cooling,,,,,,,,,,,,,,,,,,,,,,,
2944,WEZ,12,1,0,3051,Normal room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 1,5,100,300,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,WEZ,12,1,0,3053,Conservation room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 1,5,50,200,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,WEZ,12,1,1,3051,Normal room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 2,5,100,300,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,WEZ,12,1,1,3053,Conservation room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 2,5,50,200,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,WEZ,12,1,2,3051,Normal room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 3,5,100,300,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,WEZ,12,1,2,3053,Conservation room temp. heating oper.,1,S16,1,Heating circ.,Heat. circ. 3,5,50,200,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,WEZ,12,1,0,7009,Manual mode set temperature,1,S16,1,Heating circ.,Heat. circ. 1,5,100,900,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,WEZ,12,1,1,7009,Manual mode set temperature,1,S16,1,Heating circ.,Heat. circ. 2,5,100,900,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,WEZ,12,1,2,7009,Manual mode set temperature,1,S16,1,Heating circ.,Heat. circ. 3,5,100,900,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,WEZ,12,1,0,7036,Flow setpoint constant req. heating,1,S16,1,Heating circ.,Heat. circ. 1,10,100,1100,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,WEZ,12,1,1,7036,Flow setpoint constant req. heating,1,S16,1,Heating circ.,Heat. circ. 2,10,100,1100,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,WEZ,12,1,2,7036,Flow setpoint constant req. heating,1,S16,1,Heating circ.,Heat. circ. 3,10,100,1100,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,WEZ,12,1,0,1001,Room setpoint,1,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,WEZ,12,1,1,1001,Room setpoint,1,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,WEZ,12,1,2,1001,Room setpoint,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,WEZ,12,2,0,5050,Hot water operation choice,1,LIST,0,Hot water,Hot water 1,1,0x00000057,0,Yes,,,Standby,week 1 ,week 2,,Constant,,Eco mode,,,,,,,,,,,,,,,,,,,,,,,,,
2960,WEZ,12,2,0,5051,Normal hot water temp.,1,S16,1,Hot water,Hot water 1,10,100,700,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,WEZ,12,2,0,5086,Conservation hot water temp.,1,U8,0,Hot water,Hot water 1,1,10,70,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,WEZ,12,2,0,1004,Hot water setpoint,1,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,WEZ,12,2,0,4,Hot water actual SF,1,S16,1,Hot water,Hot water 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,WEZ,12,1,0,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,WEZ,12,1,1,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 2,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,WEZ,12,1,2,2051,Status heating circuit control,1,U8,0,Heating circ.,Heat. circ. 3,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,WEZ,12,2,0,2052,Status domestic hot water control,1,U8,0,Hot water,Hot water 1,1,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,WEZ,12,10,1,29050,Heat quantity heating_high,2,U32,3,Heat gen.,Heat gen.,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,WEZ,12,10,1,29050,Heat quantity heating_low,1,U32,3,Heat gen.,Heat gen.,1,0,0,No,MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,WEZ,12,10,1,2081,Operating hours heat generator_high,2,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,WEZ,12,10,1,2081,Operating hours heat generator_low,1,U32,0,Heat gen.,Heat gen.,1,0,0,No,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,WEZ,12,0,0,21100,AF2 - outdoor sensor 2,1,S16,1,General,General,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,WEZ,12,1,0,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 1,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,WEZ,12,1,1,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 2,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,WEZ,12,1,2,1,Room actual,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,Yes,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,WEZ,12,1,0,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 1,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,WEZ,12,1,1,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 2,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,WEZ,12,1,2,2,Supply actual,1,S16,1,Heating circ.,Heat. circ. 3,1,0,0,No,°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
